id,Cursor,Amp,Width,ErrorRate,aligned(ErrorRate) for Cursor,aligned(ErrorRate) for Amp,aligned(ErrorRate) for Cursor*Amp,aligned(ErrorRate) for Width,aligned(ErrorRate) for Cursor*Width,aligned(ErrorRate) for Amp*Width,aligned(ErrorRate) for Cursor*Amp*Width,ART(ErrorRate) for Cursor,ART(ErrorRate) for Amp,ART(ErrorRate) for Cursor*Amp,ART(ErrorRate) for Width,ART(ErrorRate) for Cursor*Width,ART(ErrorRate) for Amp*Width,ART(ErrorRate) for Cursor*Amp*Width
21,2,2,3,0.0500000000000001,-0.0241353664995489409722222222,-0.0090901531169249300595238095,-0.0236693566323937512896825397,-0.0680281142662969657738095238,-0.0134169881411376072420634920,-0.0322915384485900142857142857,-0.0141757667970948567460317461,472.5,536.5,471.5,289.5,516.5,422.5,530.5
21,2,3,1,0.2,0.0127534241044118697420634921,0.0500199225628377404761904763,0.0134499585670020888888888888,0.0671456324959337982142857143,0.0072459053082717037698412699,0.0324839174183352574404761904,0.0034266992649852393849206350,625.5,755.5,632.5,781.5,595.5,702.5,600.5
21,2,3,2,0.25,0.0988491781955219697420634921,0.1361156766539478404761904763,0.0995457126581121888888888888,0.1006680977711494889880952382,0.1059566988336522249007936507,0.1060365277950831622023809523,0.1059280923609714227182539684,860,905,869,858,882,876,880
21,2,3,3,0.0500000000000001,-0.0447504765786682624007936508,-0.0074839781202423916666666666,-0.0440539421160780432539682541,-0.0886432243454162872023809524,-0.0340320982202569286706349206,-0.0593499392917514196428571429,-0.0301842857042896621031746032,380.5,550.5,382.5,192.5,442.5,296.5,439.5
21,3,1,1,0.0500000000000001,-0.0326374393559819548611111111,-0.0674077290508072568452380952,-0.0287923299201494010912698414,0.0269778109813631303571428571,-0.0378602048745927918650793651,-0.0493402939862608514880952382,-0.0154212831592170834325396825,413,245,442,683,421,337,502
21,3,1,2,0,-0.0504005972507189048611111111,-0.0851708869455442068452380952,-0.0465554878148863510912698414,-0.0433586357292682288690476190,-0.0372677668785585957341269843,-0.0460072933909179252976190478,-0.0522997487241737965277777776,359,214,360,418,431,363,333
21,3,1,3,0,-0.0621069464570681084325396825,-0.0968772361518934104166666666,-0.0582618370212355546626984128,-0.1007766522779929764880952381,-0.0420295052727466874007936508,-0.0218098896487192982142857143,-0.0494364451425071950396825397,294,155,295,139,396,485,354
21,3,2,1,0.25,0.0775547076782702379960317461,0.0978229630067174056547619048,0.0896932130543502375992063492,0.1371699580156153232142857143,0.0723319421596594009920634921,0.0972915330866734833333333334,0.0848070958385807591269841269,820.5,860.5,852.5,912.5,811.5,862.5,850.5
21,3,2,2,0.105263157894737,-0.0292539807093653727182539682,-0.0089857253809182050595238095,-0.0171154753332853731150793651,-0.0222120191879146967261904761,-0.0161211503372050635912698414,-0.0180701700766798083333333334,-0.0171590385658412968253968253,424,540,492,501,510,495,489
21,3,2,3,0,-0.0781783750284966798611111111,-0.0579101197000495122023809524,-0.0660398696524166802579365080,-0.1168480808494215479166666667,-0.0581009338441752588293650794,-0.0811115050317145964285714286,-0.0695381992944603837301587302,205,304,237,82,318,182,208
21,3,3,1,0.157894736842105,-0.0381205097771332405753968253,0.0043690306271157869047619049,-0.0261166185511749007936507937,0.0214947405602118446428571429,-0.0433432752957440775793650793,-0.0131669745173866961309523810,-0.0346015480963377399801587301,394,606,456,667,384,543,429
21,3,3,2,0,-0.1635271636667589905753968253,-0.1210376232625099630952380951,-0.1515232724408006507936507937,-0.1564852021453083145833333332,-0.1503943332945986814484126985,-0.1511167721213746413690476191,-0.1457354482989572816468253967,23.5,52.5,28.5,5.5,28.5,28.5,32.5
21,3,3,3,0.1,0.0081415915546278165674603175,0.0506311319588768440476190477,0.0201454827805861563492063491,-0.0305281142662970514880952381,0.0282190327389492375992063492,-0.0012348292126321839285714286,0.0148184205439015001984126984,617,761,650,459,676,576,641
21,4,1,1,0.0500000000000001,-0.0533959328118438596230158729,-0.0856512545311748532738095237,-0.0244185482437361546626984128,0.0087342855009955339285714286,-0.0465811493927509371031746032,-0.0675838194666284479166666667,-0.0450462033027130691468253967,325.5,203.5,463.5,633.5,349.5,252.5,379.5
21,4,1,2,0,-0.0804949303055782631944444444,-0.1127502520249092568452380952,-0.0515175457374705582341269843,-0.0709380008086332788690476190,-0.0708487577544410897817460319,-0.0735866584702829752976190478,-0.0664004621089428870039682538,168,90,328,255,228,217,236
21,4,1,3,0,-0.0791060414166893739087301586,-0.1113613631360203675595238094,-0.0501286568485816689484126985,-0.1152607792621199336309523809,-0.0600345874225656516865079365,-0.0362940166328462553571428571,-0.0660178291581017224206349206,180.5,102.5,346.5,95.5,297.5,391.5,248.5
21,4,2,1,0.105263157894737,-0.0703758826865304953373015872,-0.0475926593825890193452380952,-0.0638129481820739802579365080,-0.0082456643736911017857142857,-0.0635610992674375728174603175,-0.0481240893026329416666666666,-0.0588468204062795908730158730,262.5,385.5,270.5,568.5,261.5,342.5,305.5
21,4,2,2,0.0500000000000001,-0.0710546629705740096230158729,-0.0482714396666325336309523809,-0.0644917284661174945436507937,-0.0614977334736290252976190475,-0.0614084904194368362103174604,-0.0573558843623941369047619048,-0.0558150638414486515873015872,246.5,374.5,259.5,327.5,287.5,302.5,309.5
21,4,2,3,0,-0.0641754858611338310515873015,-0.0413922625571923550595238095,-0.0576125513566773159722222223,-0.1003302237065643907738095238,-0.0451040318670101088293650794,-0.0645936478888574392857142857,-0.0554117373061562753968253968,276,405,309,151,360,275,318
21,4,3,1,0,-0.2006307477904669560515873015,-0.155626239410723620238095238,-0.2006386568986773579365079366,-0.138500529477627562500000000,-0.1938159643713740335317460318,-0.1731622445552261032738095239,-0.1849771296154948328373015872,3,8,3,20,4,5,8
21,4,3,2,0.0526315789473685,-0.0762588499085070631944444444,-0.0312543415287637273809523809,-0.0762667590167174650793650795,-0.0667019204115620788690476190,-0.0666126773573698897817460319,-0.0613334903876284056547619049,-0.0700605072699139792658730158,210.5,475.5,179.5,300.5,257.5,291.5,202.5
21,4,3,3,0.157894736842105,0.0795953996860672546626984128,0.1245999080658105904761904763,0.0795874905778568527777777777,0.0434406618406366949404761905,0.0986668536801909768849206349,0.0727339468943015625000000000,0.0932758488368558656746031746,838,895,825,736,871,811,860
22,1,1,1,0.1,0.0145651463532563161706349207,-0.0548137440884013282738095237,-0.0294131835213399566468253969,0.0395717959437690589285714286,0.0184806472489143966269841270,-0.0367463090238549229166666667,-0.0305619125035543016865079364,630,332,433,733,647,384,435
22,1,1,2,0,-0.0481228235715557374007936508,-0.1175017140132133818452380952,-0.0921011534461520102182539684,-0.0756894627969374038690476190,-0.0780093471329834750992063493,-0.0783381204585871002976190478,-0.0652827577206539504960317459,368.5,56.5,126.5,234.5,167.5,198.5,266.5
22,1,1,3,0.0500000000000001,0.0280572098453199054563492064,-0.0413216805963377389880952380,-0.0159211200292763673611111112,-0.0452210967224373050595238095,-0.0218100636915365715277777778,0.0337456659068363732142857143,0.0145059066486026021825396826,693,416,505,396,477,709,633
22,1,2,1,0.3,0.0740143646370610411706349207,0.0596740192186758663690476191,0.0548469148893693368055555556,0.0990210142275737839285714286,0.0779298655327191216269841270,0.0591425892986319440476190477,0.0531489823075865182539682539,808,796,774,855,817,777,764
22,1,2,2,0.1,-0.0243132997620318981150793650,-0.0386536451804170729166666666,-0.0434807495097236024801587301,-0.0518799389874135645833333332,-0.0541998233234596358134920635,-0.0477380898761786761904761905,-0.0519226896437155734126984127,457.5,438.5,389.5,362.5,328.5,349.5,343.5
22,1,2,3,0.15,0.1052501923014601268849206350,0.0909098468830749520833333334,0.0860827425537684225198412699,0.0319718857337029163690476191,0.0553829187646036499007936508,0.0677084615514098678571428572,0.0778866683099921908730158730,885.5,835.5,840.5,703.5,761.5,788.5,817.5
22,1,3,1,0.3,0.0290819092294288054563492064,0.0369628488868454904761904763,0.0163893926490906484126984126,0.0540885588199415482142857143,0.0329974101250868859126984127,0.0194268437423430074404761904,0.0192360542130878120039682541,704,693,640,757,698,657,652
22,1,3,2,0.0526315789473685,-0.0981449376803570195436507936,-0.0902639980229403345238095237,-0.1108374542606951765873015874,-0.1257115769057386860119047618,-0.1280314612417847572420634921,-0.1203431468818050127976190477,-0.1292139098522012653769841269,104,195,86,48,50,64,62
22,1,3,3,0,-0.0594427901546802374007936508,-0.0515618504972635523809523809,-0.0721353067350183944444444446,-0.1327210967224374479166666667,-0.1093100636915367143849206350,-0.1034278116687725803571428572,-0.0943662591691211323412698412,307.5,349.5,212.5,29.5,91.5,104.5,111.5
22,2,1,1,0.1,-0.0076775553048957409722222222,-0.0476708869455441997023809523,0.0034782805657602731150793650,0.046714653086626187500000000,-0.0131850741010359069444444444,-0.0296034518809977943452380953,0.0118836178460192149801587302,539,382,590,742,522,442,621
22,2,1,2,0,-0.0742189086883544016865079365,-0.1142122403290028604166666666,-0.0630630728176983875992063493,-0.0723999891127268824404761904,-0.0671113880502241465277777779,-0.0750486467743765788690476192,-0.0692542912624366731150793649,228,74,280,244,251,206,217
22,2,1,3,0,-0.0508498242124587766865079365,-0.0908431558531072354166666666,-0.0396939883418027625992063493,-0.0947425719792068014880952381,-0.0401314458540474429563492063,-0.0157758093499331232142857143,-0.0630572345888900382936507937,340,185,409,181,409,522,297
22,2,2,1,0.0526315789473685,-0.1183571341539791695436507936,-0.1033119207713551586309523809,-0.1178911242868239798611111111,-0.0639649257624572410714285714,-0.1238646529501193355158730158,-0.1038433506913990809523809523,-0.1162732022650660722222222223,71.5,125.5,75.5,315.5,52.5,98.5,76.5
22,2,2,2,0.0500000000000001,-0.0706683656641270445436507936,-0.0556231522815030336309523809,-0.0702023557969718548611111111,-0.0688494460884995252976190475,-0.0635608450259967893849206350,-0.0647075969772646369047619048,-0.0703935170550928031746031745,258.5,327.5,225.5,272.5,265.5,266.5,197.5
22,2,2,3,0.0500000000000001,-0.0241353664995489409722222222,-0.0090901531169249300595238095,-0.0236693566323937512896825397,-0.0680281142662969657738095238,-0.0134169881411376072420634920,-0.0322915384485900142857142857,-0.0141757667970948567460317461,472.5,536.5,471.5,289.5,516.5,422.5,530.5
22,2,3,1,0.1,-0.0872465758955881302579365079,-0.0499800774371622595238095237,-0.0865500414329979111111111112,-0.0328543675040662017857142857,-0.0927540946917282962301587301,-0.0675160825816647425595238096,-0.0965733007350147606150793650,129.5,360.5,132.5,445.5,130.5,258.5,96.5
22,2,3,2,0.1,-0.0511508218044780302579365079,-0.0138843233460521595238095237,-0.0504542873418878111111111112,-0.0493319022288505110119047618,-0.0440433011663477750992063493,-0.0439634722049168377976190477,-0.0440719076390285772817460316,332.5,509.5,338.5,385.5,378.5,373.5,388.5
22,2,3,3,0.0500000000000001,-0.0447504765786682624007936508,-0.0074839781202423916666666666,-0.0440539421160780432539682541,-0.0886432243454162872023809524,-0.0340320982202569286706349206,-0.0593499392917514196428571429,-0.0301842857042896621031746032,380.5,550.5,382.5,192.5,442.5,296.5,439.5
22,3,1,1,0.0500000000000001,-0.0326374393559819548611111111,-0.0674077290508072568452380952,-0.0287923299201494010912698414,0.0269778109813631303571428571,-0.0378602048745927918650793651,-0.0493402939862608514880952382,-0.0154212831592170834325396825,413,245,442,683,421,337,502
22,3,1,2,0.0500000000000001,-0.0004005972507188048611111111,-0.0351708869455441068452380952,0.0034445121851137489087301586,0.0066413642707318711309523810,0.0127322331214415042658730157,0.0039927066090821747023809522,-0.0022997487241736965277777776,571.5,453.5,582.5,620.5,629.5,601.5,575.5
22,3,1,3,0,-0.0621069464570681084325396825,-0.0968772361518934104166666666,-0.0582618370212355546626984128,-0.1007766522779929764880952381,-0.0420295052727466874007936508,-0.0218098896487192982142857143,-0.0494364451425071950396825397,294,155,295,139,396,485,354
22,3,2,1,0.15,-0.0224452923217297620039682539,-0.0021770369932825943452380952,-0.0103067869456497624007936508,0.0371699580156153232142857143,-0.0276680578403405990079365079,-0.0027084669133265166666666666,-0.0151929041614192408730158731,481,578,541,724,464,568,517
22,3,2,2,0.1,-0.0345171386041023727182539682,-0.0142488832756552050595238095,-0.0223786332280223731150793651,-0.0274751770826516967261904761,-0.0213843082319420635912698414,-0.0233333279714168083333333334,-0.0224221964605782968253968253,407,502,478,470,486,470,454
22,3,2,3,0,-0.0781783750284966798611111111,-0.0579101197000495122023809524,-0.0660398696524166802579365080,-0.1168480808494215479166666667,-0.0581009338441752588293650794,-0.0811115050317145964285714286,-0.0695381992944603837301587302,205,304,237,82,318,182,208
22,3,3,1,0.15,-0.0460152466192382405753968253,-0.0035257062149892130952380951,-0.0340113553932799007936507937,0.0136000037181068446428571429,-0.0512380121378490775793650793,-0.0210617113594916961309523810,-0.0424962849384427399801587301,374,573,425,650,337,493,393
22,3,3,2,0.25,0.0864728363332410094246031747,0.1289623767374900369047619049,0.0984767275591993492063492063,0.0935147978546916854166666668,0.0996056667054013185515873015,0.0988832278786253586309523809,0.1042645517010427183531746033,845,898,861,848,875,867,875
22,3,3,3,0.1,0.0081415915546278165674603175,0.0506311319588768440476190477,0.0201454827805861563492063491,-0.0305281142662970514880952381,0.0282190327389492375992063492,-0.0012348292126321839285714286,0.0148184205439015001984126984,617,761,650,459,676,576,641
22,4,1,1,0,-0.1033959328118439596230158729,-0.1356512545311749532738095237,-0.0744185482437362546626984128,-0.0412657144990045660714285714,-0.0965811493927510371031746032,-0.1175838194666285479166666667,-0.0950462033027131691468253967,90,47,184,428,110,68,104
22,4,1,2,0.2,0.1195050696944217368055555556,0.0872497479750907431547619048,0.1484824542625294417658730157,0.1290619991913667211309523810,0.1291512422455589102182539681,0.1264133415297170247023809522,0.1335995378910571129960317462,894.5,829.5,931.5,901.5,908.5,899.5,915.5
22,4,1,3,0.0500000000000001,-0.0291060414166892739087301586,-0.0613613631360202675595238094,-0.0001286568485815689484126985,-0.0652607792621198336309523809,-0.0100345874225655516865079365,0.0137059833671538446428571429,-0.0160178291581016224206349206,426,280,576,305,535,627,497
22,4,2,1,0.2,0.0243609594187325046626984128,0.0471441827226739806547619048,0.0309238939231890197420634920,0.0864911777315718982142857143,0.0311757428378254271825396825,0.0466127528026300583333333334,0.0358900216989834091269841270,667,744,709,829,691,756,731
22,4,2,2,0.1,-0.0210546629705741096230158729,0.0017285603333673663690476191,-0.0144917284661175945436507937,-0.0114977334736291252976190475,-0.0114084904194369362103174604,-0.0073558843623942369047619048,-0.0058150638414487515873015872,500.5,594.5,512.5,558.5,529.5,552.5,557.5
22,4,2,3,0,-0.0641754858611338310515873015,-0.0413922625571923550595238095,-0.0576125513566773159722222223,-0.1003302237065643907738095238,-0.0451040318670101088293650794,-0.0645936478888574392857142857,-0.0554117373061562753968253968,276,405,309,151,360,275,318
22,4,3,1,0.25,0.0493692522095330439484126985,0.094373760589276379761904762,0.0493613431013226420634920634,0.111499470522372437500000000,0.0561840356286259664682539682,0.0768377554447738967261904761,0.0650228703845051671626984128,749,847,759,882,765,823,789
22,4,3,2,0.0500000000000001,-0.0788904288558754631944444444,-0.0338859204761321273809523809,-0.0788983379640858650793650795,-0.0693334993589304788690476190,-0.0692442563047382897817460319,-0.0639650693349968056547619049,-0.0726920862172823792658730158,190.5,462.5,157.5,265.5,238.5,284.5,172.5
22,4,3,3,0.0625,-0.0157993371560377453373015872,0.0292051712237055904761904763,-0.0158072462642481472222222223,-0.0519540750014683050595238095,0.0032721168380859768849206349,-0.0226607899478034375000000000,-0.0021188880052491343253968254,512,673,509,358,580,477,582
23,1,1,1,0.15,0.0645651463532563161706349207,-0.0048137440884013282738095237,0.0205868164786600433531746031,0.0895717959437690589285714286,0.0684806472489143966269841270,0.0132536909761450770833333333,0.0194380874964456983134920636,780.5,564.5,659.5,841.5,792.5,620.5,657.5
23,1,1,2,0.0500000000000001,0.0018771764284443625992063492,-0.0675017140132132818452380952,-0.0421011534461519102182539684,-0.0256894627969373038690476190,-0.0280093471329833750992063493,-0.0283381204585870002976190478,-0.0152827577206538504960317459,582,237,398,477,457,449,510
23,1,1,3,0,-0.0219427901546801945436507936,-0.0913216805963378389880952380,-0.0659211200292764673611111112,-0.0952210967224374050595238095,-0.0718100636915366715277777778,-0.0162543340931637267857142857,-0.0354940933513974978174603174,490,173,248,169,193,510,417
23,1,2,1,0.25,0.0240143646370610411706349207,0.0096740192186758663690476191,0.0048469148893693368055555556,0.0490210142275737839285714286,0.0279298655327191216269841270,0.0091425892986319440476190477,0.0031489823075865182539682539,663,627,594,749,667,613,598
23,1,2,2,0.1,-0.0243132997620318981150793650,-0.0386536451804170729166666666,-0.0434807495097236024801587301,-0.0518799389874135645833333332,-0.0541998233234596358134920635,-0.0477380898761786761904761905,-0.0519226896437155734126984127,457.5,438.5,389.5,362.5,328.5,349.5,343.5
23,1,2,3,0.0500000000000001,0.0052501923014602268849206350,-0.0090901531169249479166666666,-0.0139172574462314774801587301,-0.0680281142662969836309523809,-0.0446170812353962500992063492,-0.0322915384485900321428571428,-0.0221133316900077091269841270,600,528,521,281,371,414,462
23,1,3,1,0.35,0.0790819092294288054563492064,0.0869628488868454904761904763,0.0663893926490906484126984126,0.1040885588199415482142857143,0.0829974101250868859126984127,0.0694268437423430074404761904,0.0692360542130878120039682541,830.5,825.5,795.5,861.5,838.5,796.5,798.5
23,1,3,2,0.2,0.0492234833722744804563492064,0.0571044230296911654761904763,0.0365309667919363234126984126,0.0216568441468928139880952382,0.0193369598108467427579365079,0.0270252741708264872023809523,0.0181545112004302346230158731,746.5,782.5,731.5,668.5,650.5,683.5,650.5
23,1,3,3,0.2,0.1405572098453197625992063492,0.1484381495027364476190476191,0.1278646932649816055555555554,0.0672789032775625520833333333,0.0906899363084632856150793650,0.0965721883312274196428571428,0.1056337408308788676587301588,923,926,906,783,860,859,878
23,2,1,1,0,-0.1076775553048957409722222222,-0.1476708869455441997023809523,-0.0965217194342397268849206350,-0.053285346913373812500000000,-0.1131850741010359069444444444,-0.1296034518809977943452380953,-0.0881163821539807850198412698,84,33,102,354,77,50,132
23,2,1,2,0.0500000000000001,-0.0242189086883543016865079365,-0.0642122403290027604166666666,-0.0130630728176982875992063493,-0.0223999891127267824404761904,-0.0171113880502240465277777779,-0.0250486467743764788690476192,-0.0192542912624365731150793649,465.5,265.5,532.5,496.5,501.5,459.5,481.5
23,2,1,3,0.15,0.0991501757875412233134920635,0.0591568441468927645833333334,0.1103060116581972374007936507,0.0552574280207931985119047619,0.1098685541459525570436507937,0.1342241906500668767857142857,0.0869427654111099617063492063,862.5,793.5,890.5,761.5,889.5,918.5,857.5
23,2,2,1,0.35,0.1790112868986523304563492064,0.1940565002812763413690476191,0.1794772967658075201388888889,0.2334034952901742589285714286,0.1735037681025121644841269842,0.1935250703612324190476190477,0.1810952187875654277777777777,955.5,954.5,956.5,971.5,954.5,966.5,959.5
23,2,2,2,0.15,0.0293316343358728554563492064,0.0443768477184968663690476191,0.0297976442030280451388888889,0.0311505539115003747023809525,0.0364391549740031106150793650,0.0352924030227352630952380952,0.0296064829449070968253968255,707,731,703,699,703,726,679
23,2,2,3,0.1,0.0258646335004509590277777778,0.0409098468830749699404761905,0.0263306433676061487103174603,-0.0180281142662970657738095238,0.0365830118588622927579365080,0.0177084615514098857142857143,0.0358242332029050432539682539,683,709,684,525,710,644,724
23,2,3,1,0.157894736842105,-0.0293518390534831302579365079,0.0079146594049427404761904763,-0.0286553045908929111111111112,0.0250403693380387982142857143,-0.0348593578496232962301587301,-0.0096213457395597425595238096,-0.0386785638929097606150793650,423,613,446,679,439,545,400
23,2,3,2,0.157894736842105,0.0067439150376269697420634921,0.0440104134960528404761904763,0.0074404495002171888888888888,0.0085628346132544889880952382,0.0138514356757572249007936507,0.0139312646371881622023809523,0.0138228292030764227182539684,607,724,611,628,638,630,627
23,2,3,3,0.0555555555555556,-0.0391949210231127624007936508,-0.0019284225646868916666666666,-0.0384983865605225432539682541,-0.0830876687898607872023809524,-0.0284765426647014286706349206,-0.0537943837361959196428571429,-0.0246287301487341621031746032,393,581,415,203,452,314,444
23,3,1,1,0.2,0.1173625606440179451388888889,0.0825922709491926431547619048,0.1212076700798504989087301586,0.1769778109813630303571428571,0.1121397951254071081349206349,0.1006597060137390485119047618,0.1345787168407828165674603175,892,818,899,939,891,869,921
23,3,1,2,0,-0.0504005972507189048611111111,-0.0851708869455442068452380952,-0.0465554878148863510912698414,-0.0433586357292682288690476190,-0.0372677668785585957341269843,-0.0460072933909179252976190478,-0.0522997487241737965277777776,359,214,360,418,431,363,333
23,3,1,3,0.0500000000000001,-0.0121069464570680084325396825,-0.0468772361518933104166666666,-0.0082618370212354546626984128,-0.0507766522779928764880952381,0.0079704947272534125992063492,0.0281901103512808017857142857,0.0005635548574929049603174603,527,390,550,374,601,687,593
23,3,2,1,0.2,0.0275547076782702379960317461,0.0478229630067174056547619048,0.0396932130543502375992063492,0.0871699580156153232142857143,0.0223319421596594009920634921,0.0472915330866734833333333334,0.0348070958385807591269841269,688.5,747.5,736.5,833.5,658.5,759.5,715.5
23,3,2,2,0.25,0.1154828613958976272817460318,0.1357511167243447949404761905,0.1276213667719776268849206349,0.1225248229173483032738095239,0.1286156917680579364087301586,0.1266666720285831916666666666,0.1275778035394217031746031747,890.5,902.5,904.5,890.5,905.5,902.5,906.5
23,3,2,3,0,-0.0781783750284966798611111111,-0.0579101197000495122023809524,-0.0660398696524166802579365080,-0.1168480808494215479166666667,-0.0581009338441752588293650794,-0.0811115050317145964285714286,-0.0695381992944603837301587302,205,304,237,82,318,182,208
23,3,3,1,0.15,-0.0460152466192382405753968253,-0.0035257062149892130952380951,-0.0340113553932799007936507937,0.0136000037181068446428571429,-0.0512380121378490775793650793,-0.0210617113594916961309523810,-0.0424962849384427399801587301,374,573,425,650,337,493,393
23,3,3,2,0.1,-0.0635271636667589905753968253,-0.0210376232625099630952380951,-0.0515232724408006507936507937,-0.0564852021453083145833333332,-0.0503943332945986814484126985,-0.0511167721213746413690476191,-0.0457354482989572816468253967,284.5,484.5,318.5,347.5,341.5,330.5,372.5
23,3,3,3,0,-0.0918584084453721834325396825,-0.0493688680411231559523809523,-0.0798545172194138436507936509,-0.1305281142662970514880952381,-0.0717809672610507624007936508,-0.1012348292126321839285714286,-0.0851815794560984998015873016,121,367,145,39,204,117,142
23,4,1,1,0.0500000000000001,-0.0533959328118438596230158729,-0.0856512545311748532738095237,-0.0244185482437361546626984128,0.0087342855009955339285714286,-0.0465811493927509371031746032,-0.0675838194666284479166666667,-0.0450462033027130691468253967,325.5,203.5,463.5,633.5,349.5,252.5,379.5
23,4,1,2,0,-0.0804949303055782631944444444,-0.1127502520249092568452380952,-0.0515175457374705582341269843,-0.0709380008086332788690476190,-0.0708487577544410897817460319,-0.0735866584702829752976190478,-0.0664004621089428870039682538,168,90,328,255,228,217,236
23,4,1,3,0.1,0.0208939585833106260912698414,-0.0113613631360203675595238094,0.0498713431514183310515873015,-0.0152607792621199336309523809,0.0399654125774343483134920635,0.0637059833671537446428571429,0.0339821708418982775793650794,648,520,763,542,724,782,702
23,4,2,1,0.2,0.0243609594187325046626984128,0.0471441827226739806547619048,0.0309238939231890197420634920,0.0864911777315718982142857143,0.0311757428378254271825396825,0.0466127528026300583333333334,0.0358900216989834091269841270,667,744,709,829,691,756,731
23,4,2,2,0.0500000000000001,-0.0710546629705740096230158729,-0.0482714396666325336309523809,-0.0644917284661174945436507937,-0.0614977334736290252976190475,-0.0614084904194368362103174604,-0.0573558843623941369047619048,-0.0558150638414486515873015872,246.5,374.5,259.5,327.5,287.5,302.5,309.5
23,4,2,3,0.0500000000000001,-0.0141754858611337310515873015,0.0086077374428077449404761905,-0.0076125513566772159722222223,-0.0503302237065642907738095238,0.0048959681329899911706349206,-0.0145936478888573392857142857,-0.0054117373061561753968253968,519,617,556,380,587,535,564
23,4,3,1,0.3,0.0993692522095330439484126985,0.144373760589276379761904762,0.0993613431013226420634920634,0.161499470522372437500000000,0.1061840356286259664682539682,0.1268377554447738967261904761,0.1150228703845051671626984128,870,916,866,931,885,905,891
23,4,3,2,0.2,0.0711095711441244368055555556,0.1161140795238677726190476191,0.0711016620359140349206349205,0.0806665006410694211309523810,0.0807557436952616102182539681,0.0860349306650030943452380951,0.0773079137827175207341269842,800,890,804,813,830,849,812
23,4,3,3,0,-0.0782993371560377453373015872,-0.0332948287762944095238095237,-0.0783072462642481472222222223,-0.1144540750014683050595238095,-0.0592278831619140231150793651,-0.0851607899478034375000000000,-0.0646188880052491343253968254,197.5,470.5,175.5,104.5,309.5,158.5,275.5
24,1,1,1,0.15,0.0645651463532563161706349207,-0.0048137440884013282738095237,0.0205868164786600433531746031,0.0895717959437690589285714286,0.0684806472489143966269841270,0.0132536909761450770833333333,0.0194380874964456983134920636,780.5,564.5,659.5,841.5,792.5,620.5,657.5
24,1,1,2,0.1,0.0518771764284442625992063492,-0.0175017140132133818452380952,0.0078988465538479897817460316,0.0243105372030625961309523810,0.0219906528670165249007936507,0.0216618795414128997023809522,0.0347172422793460495039682541,756.5,490.5,615.5,675.5,654.5,661.5,711.5
24,1,1,3,0.15,0.1280572098453198054563492064,0.0586783194036621610119047620,0.0840788799707235326388888888,0.0547789032775625949404761905,0.0781899363084633284722222222,0.1337456659068362732142857143,0.1145059066486025021825396826,914,791,836,759,820,914,887
24,1,2,1,0.285714285714286,0.0597286503513470411706349207,0.0453883049329618663690476191,0.0405612006036553368055555556,0.0847352999418597839285714286,0.0636441512470051216269841270,0.0448568750129179440476190477,0.0388632680218725182539682539,772,734,738,825,781,749,737
24,1,2,2,0.25,0.1256867002379681018849206350,0.1113463548195829270833333334,0.1065192504902763975198412699,0.0981200610125864354166666668,0.0958001766765403641865079365,0.1022619101238213238095238095,0.0980773103562844265873015873,904.5,884.5,886.5,852.5,868.5,870.5,869.5
24,1,2,3,0.105263157894737,0.0605133501961971268849206350,0.0461730047778119520833333334,0.0413459004485054225198412699,-0.0127649563715600836309523809,0.0106460766593406499007936508,0.0229716194461468678571428572,0.0331498262047291908730158730,773,736,739,554,618,668,696
24,1,3,1,0.636363636363636,0.3654455455930648054563492064,0.3733264852504814904761904763,0.3527530290127266484126984126,0.3904521951835775482142857143,0.3693610464887228859126984127,0.3557904801059790074404761904,0.3555996905767238120039682541,1002,1001,1001,1004,1004,1002,1003
24,1,3,2,0.352941176470588,0.2021646598428624804563492064,0.2100455995002791654761904763,0.1894721432625243234126984126,0.1745980206174808139880952382,0.1722781362814347427579365079,0.1799664506414144872023809523,0.1710956876710182346230158731,968.5,969.5,963.5,936.5,951.5,956.5,953.5
24,1,3,3,0.15,0.0905572098453197625992063492,0.0984381495027364476190476191,0.0778646932649816055555555554,0.0172789032775625520833333333,0.0406899363084632856150793650,0.0465721883312274196428571428,0.0556337408308788676587301588,852.5,863.5,821.5,660.5,726.5,752.5,774.5
24,2,1,1,0.1,-0.0076775553048957409722222222,-0.0476708869455441997023809523,0.0034782805657602731150793650,0.046714653086626187500000000,-0.0131850741010359069444444444,-0.0296034518809977943452380953,0.0118836178460192149801587302,539,382,590,742,522,442,621
24,2,1,2,0,-0.0742189086883544016865079365,-0.1142122403290028604166666666,-0.0630630728176983875992063493,-0.0723999891127268824404761904,-0.0671113880502241465277777779,-0.0750486467743765788690476192,-0.0692542912624366731150793649,228,74,280,244,251,206,217
24,2,1,3,0.0500000000000001,-0.0008498242124586766865079365,-0.0408431558531071354166666666,0.0103060116581973374007936507,-0.0447425719792067014880952381,0.0098685541459526570436507937,0.0342241906500669767857142857,-0.0130572345888899382936507937,558,426,625,406,611,718,540
24,2,2,1,0.315789473684211,0.1448007605828633304563492064,0.1598459739654873413690476191,0.1452667704500185201388888889,0.1991929689743852589285714286,0.1392932417867231644841269842,0.1593145440454434190476190477,0.1468846924717764277777777777,927,936,925,951,926,941,934
