id,Cursor,Amp,Width,ErrorRate,aligned(ErrorRate) for Cursor,aligned(ErrorRate) for Amp,aligned(ErrorRate) for Cursor*Amp,aligned(ErrorRate) for Width,aligned(ErrorRate) for Cursor*Width,aligned(ErrorRate) for Amp*Width,aligned(ErrorRate) for Cursor*Amp*Width,ART(ErrorRate) for Cursor,ART(ErrorRate) for Amp,ART(ErrorRate) for Cursor*Amp,ART(ErrorRate) for Width,ART(ErrorRate) for Cursor*Width,ART(ErrorRate) for Amp*Width,ART(ErrorRate) for Cursor*Amp*Width
24,2,2,2,0.15,0.0293316343358728554563492064,0.0443768477184968663690476191,0.0297976442030280451388888889,0.0311505539115003747023809525,0.0364391549740031106150793650,0.0352924030227352630952380952,0.0296064829449070968253968255,707,731,703,699,703,726,679
24,2,2,3,0.25,0.1758646335004509590277777778,0.1909098468830749699404761905,0.1763306433676061487103174603,0.1319718857337029342261904762,0.1865830118588622927579365080,0.1677084615514098857142857143,0.1858242332029050432539682539,953,951,954,907,963,948,966
24,2,3,1,0.210526315789474,0.0232797398938858697420634921,0.0605462383523117404761904763,0.0239762743564760888888888888,0.0776719482854077982142857143,0.0177722210977457037698412699,0.0430102332078092574404761904,0.0139530150544592393849206350,661,799,675,809,645,745,629
24,2,3,2,0.157894736842105,0.0067439150376269697420634921,0.0440104134960528404761904763,0.0074404495002171888888888888,0.0085628346132544889880952382,0.0138514356757572249007936507,0.0139312646371881622023809523,0.0138228292030764227182539684,607,724,611,628,638,630,627
24,2,3,3,0.15,0.0552495234213316375992063492,0.0925160218797575083333333334,0.0559460578839218567460317459,0.0113567756545836127976190476,0.0659679017797429713293650794,0.0406500607082484803571428571,0.0698157142957102378968253968,762,842,777,644,783,738,802
24,3,1,1,0.15,0.0673625606440179451388888889,0.0325922709491926431547619048,0.0712076700798504989087301586,0.1269778109813630303571428571,0.0621397951254071081349206349,0.0506597060137390485119047618,0.0845787168407828165674603175,789,681,807,894,777,767,841
24,3,1,2,0,-0.0504005972507189048611111111,-0.0851708869455442068452380952,-0.0465554878148863510912698414,-0.0433586357292682288690476190,-0.0372677668785585957341269843,-0.0460072933909179252976190478,-0.0522997487241737965277777776,359,214,360,418,431,363,333
24,3,1,3,0.1,0.0378930535429318915674603175,0.0031227638481065895833333334,0.0417381629787644453373015872,-0.0007766522779929764880952381,0.0579704947272533125992063492,0.0781901103512807017857142857,0.0505635548574928049603174603,723,601,742,599,771,832,760
24,3,2,1,0.210526315789474,0.0380810234677442379960317461,0.0583492787961914056547619048,0.0502195288438242375992063492,0.0976962738050893232142857143,0.0328582579491334009920634921,0.0578178488761474833333333334,0.0453334116280547591269841269,726,784,765,851,694,775,751
24,3,2,2,0.0500000000000001,-0.0845171386041022727182539682,-0.0642488832756551050595238095,-0.0723786332280222731150793651,-0.0774751770826515967261904761,-0.0713843082319419635912698414,-0.0733333279714167083333333334,-0.0724221964605781968253968253,145,256,202,222,214,229,182
24,3,2,3,0,-0.0781783750284966798611111111,-0.0579101197000495122023809524,-0.0660398696524166802579365080,-0.1168480808494215479166666667,-0.0581009338441752588293650794,-0.0811115050317145964285714286,-0.0695381992944603837301587302,205,304,237,82,318,182,208
24,3,3,1,0.2,0.0039847533807617594246031747,0.0464742937850107869047619049,0.0159886446067200992063492063,0.0636000037181068446428571429,-0.0012380121378490775793650793,0.0289382886405083038690476190,0.0075037150615572600198412699,589.5,739.5,636.5,775.5,575.5,691.5,615.5
24,3,3,2,0.157894736842105,-0.0056324268246539905753968253,0.0368571135795950369047619049,0.0063714644013043492063492063,0.0014095346967966854166666668,0.0075004035475063185515873015,0.0067779647207303586309523809,0.0121592885431477183531746033,545.5,691.5,602.5,607.5,597.5,608.5,624.5
24,3,3,3,0.25,0.1581415915546278165674603175,0.2006311319588768440476190477,0.1701454827805861563492063491,0.1194718857337029485119047619,0.1782190327389492375992063492,0.1487651707873678160714285714,0.1648184205439015001984126984,940.5,963.5,945.5,885.5,957.5,934.5,945.5
24,4,1,1,0.15,0.0466040671881560403769841271,0.0143487454688250467261904763,0.0755814517562637453373015872,0.1087342855009954339285714286,0.0534188506072489628968253968,0.0324161805333714520833333333,0.0549537966972868308531746033,737.5,639.5,814.5,875.5,752.5,698.5,770.5
24,4,1,2,0.1,0.0195050696944217368055555556,-0.0127502520249092568452380952,0.0484824542625294417658730157,0.0290619991913667211309523810,0.0291512422455589102182539681,0.0264133415297170247023809522,0.0335995378910571129960317462,644.5,515.5,755.5,691.5,685.5,675.5,698.5
24,4,1,3,0,-0.0791060414166893739087301586,-0.1113613631360203675595238094,-0.0501286568485816689484126985,-0.1152607792621199336309523809,-0.0600345874225656516865079365,-0.0362940166328462553571428571,-0.0660178291581017224206349206,180.5,102.5,346.5,95.5,297.5,391.5,248.5
24,4,2,1,0.25,0.0743609594187325046626984128,0.0971441827226739806547619048,0.0809238939231890197420634920,0.1364911777315718982142857143,0.0811757428378254271825396825,0.0966127528026300583333333334,0.0858900216989834091269841270,810,858,831,910,832,860,856
24,4,2,2,0.2,0.0789453370294258903769841271,0.1017285603333673663690476191,0.0855082715338824054563492063,0.0885022665263708747023809525,0.0885915095805630637896825396,0.0926441156376057630952380952,0.0941849361585512484126984128,826.5,869.5,838.5,835.5,851.5,854.5,862.5
24,4,2,3,0,-0.0641754858611338310515873015,-0.0413922625571923550595238095,-0.0576125513566773159722222223,-0.1003302237065643907738095238,-0.0451040318670101088293650794,-0.0645936478888574392857142857,-0.0554117373061562753968253968,276,405,309,151,360,275,318
24,4,3,1,0.25,0.0493692522095330439484126985,0.094373760589276379761904762,0.0493613431013226420634920634,0.111499470522372437500000000,0.0561840356286259664682539682,0.0768377554447738967261904761,0.0650228703845051671626984128,749,847,759,882,765,823,789
24,4,3,2,0.25,0.1211095711441244368055555556,0.1661140795238677726190476191,0.1211016620359140349206349205,0.1306665006410694211309523810,0.1307557436952616102182539681,0.1360349306650030943452380951,0.1273079137827175207341269842,900,944,898,904,911,922,905
24,4,3,3,0.15,0.0717006628439622546626984128,0.1167051712237055904761904763,0.0716927537357518527777777777,0.0355459249985316949404761905,0.0907721168380859768849206349,0.0648392100521965625000000000,0.0853811119947508656746031746,802.5,892.5,809.5,719.5,861.5,784.5,853.5
25,1,1,1,0.0500000000000001,-0.0354348536467435838293650793,-0.1048137440884012282738095237,-0.0794131835213398566468253969,-0.0104282040562308410714285714,-0.0315193527510855033730158730,-0.0867463090238548229166666667,-0.0805619125035542016865079364,402.5,120.5,151.5,565.5,447.5,153.5,157.5
25,1,1,2,0.1,0.0518771764284442625992063492,-0.0175017140132133818452380952,0.0078988465538479897817460316,0.0243105372030625961309523810,0.0219906528670165249007936507,0.0216618795414128997023809522,0.0347172422793460495039682541,756.5,490.5,615.5,675.5,654.5,661.5,711.5
25,1,1,3,0,-0.0219427901546801945436507936,-0.0913216805963378389880952380,-0.0659211200292764673611111112,-0.0952210967224374050595238095,-0.0718100636915366715277777778,-0.0162543340931637267857142857,-0.0354940933513974978174603174,490,173,248,169,193,510,417
25,1,2,1,0.25,0.0240143646370610411706349207,0.0096740192186758663690476191,0.0048469148893693368055555556,0.0490210142275737839285714286,0.0279298655327191216269841270,0.0091425892986319440476190477,0.0031489823075865182539682539,663,627,594,749,667,613,598
25,1,2,2,0.1,-0.0243132997620318981150793650,-0.0386536451804170729166666666,-0.0434807495097236024801587301,-0.0518799389874135645833333332,-0.0541998233234596358134920635,-0.0477380898761786761904761905,-0.0519226896437155734126984127,457.5,438.5,389.5,362.5,328.5,349.5,343.5
25,1,2,3,0,-0.0447498076985398731150793650,-0.0590901531169250479166666666,-0.0639172574462315774801587301,-0.1180281142662970836309523809,-0.0946170812353963500992063492,-0.0822915384485901321428571428,-0.0721133316900078091269841270,387,287,266,66,119,166,191
25,1,3,1,0.4,0.1290819092294288054563492064,0.1369628488868454904761904763,0.1163893926490906484126984126,0.1540885588199415482142857143,0.1329974101250868859126984127,0.1194268437423430074404761904,0.1192360542130878120039682541,918.5,907.5,893.5,926.5,916.5,891.5,897.5
25,1,3,2,0.3,0.1492234833722744804563492064,0.1571044230296911654761904763,0.1365309667919363234126984126,0.1216568441468928139880952382,0.1193369598108467427579365079,0.1270252741708264872023809523,0.1181545112004302346230158731,933,932,919,888,900,908,895
25,1,3,3,0.166666666666667,0.1072238765119867625992063492,0.1151048161694034476190476191,0.0945313599316486055555555554,0.0339455699442295520833333333,0.0573566029751302856150793650,0.0632388549978944196428571428,0.0723004074975458676587301588,887.5,887.5,858.5,711.5,767.5,779.5,806.5
25,2,1,1,0.35,0.2423224446951042590277777778,0.2023291130544558002976190477,0.2534782805657602731150793650,0.296714653086626187500000000,0.2368149258989640930555555556,0.2203965481190022056547619047,0.2618836178460192149801587302,989.5,965.5,990.5,991.5,987.5,978.5,990.5
25,2,1,2,0.15,0.0757810913116455983134920635,0.0357877596709971395833333334,0.0869369271823016124007936507,0.0776000108872731175595238096,0.0828886119497758534722222221,0.0749513532256234211309523808,0.0807457087375633268849206351,815.5,688.5,848.5,806.5,834.5,814.5,828.5
25,2,1,3,0.1,0.0491501757875412233134920635,0.0091568441468927645833333334,0.0603060116581972374007936507,0.0052574280207931985119047619,0.0598685541459525570436507937,0.0842241906500668767857142857,0.0369427654111099617063492063,744.5,624.5,789.5,614.5,774.5,840.5,734.5
25,2,2,1,0.15,-0.0209887131013476695436507936,-0.0059434997187236586309523809,-0.0205227032341924798611111111,0.0334034952901742589285714286,-0.0264962318974878355158730158,-0.0064749296387675809523809523,-0.0189047812124345722222222223,504.5,554.5,485.5,709.5,467.5,556.5,486.5
25,2,2,2,0.2,0.0793316343358728554563492064,0.0943768477184968663690476191,0.0797976442030280451388888889,0.0811505539115003747023809525,0.0864391549740031106150793650,0.0852924030227352630952380952,0.0796064829449070968253968255,834.5,850.5,828.5,816.5,844.5,843.5,821.5
25,2,2,3,0.1,0.0258646335004509590277777778,0.0409098468830749699404761905,0.0263306433676061487103174603,-0.0180281142662970657738095238,0.0365830118588622927579365080,0.0177084615514098857142857143,0.0358242332029050432539682539,683,709,684,525,710,644,724
25,2,3,1,0.15,-0.0372465758955881302579365079,0.0000199225628377404761904763,-0.0365500414329979111111111112,0.0171456324959337982142857143,-0.0427540946917282962301587301,-0.0175160825816647425595238096,-0.0465733007350147606150793650,397,587,419,657,387,501,367
25,2,3,2,0.2,0.0488491781955219697420634921,0.0861156766539478404761904763,0.0495457126581121888888888888,0.0506680977711494889880952382,0.0559566988336522249007936507,0.0560365277950831622023809523,0.0559280923609714227182539684,743,823,761,755,763,774,778
25,2,3,3,0.25,0.1552495234213316375992063492,0.1925160218797575083333333334,0.1559460578839218567460317459,0.1113567756545836127976190476,0.1659679017797429713293650794,0.1406500607082484803571428571,0.1698157142957102378968253968,937,953,938,880,946,924,952
25,3,1,1,0.0500000000000001,-0.0326374393559819548611111111,-0.0674077290508072568452380952,-0.0287923299201494010912698414,0.0269778109813631303571428571,-0.0378602048745927918650793651,-0.0493402939862608514880952382,-0.0154212831592170834325396825,413,245,442,683,421,337,502
25,3,1,2,0,-0.0504005972507189048611111111,-0.0851708869455442068452380952,-0.0465554878148863510912698414,-0.0433586357292682288690476190,-0.0372677668785585957341269843,-0.0460072933909179252976190478,-0.0522997487241737965277777776,359,214,360,418,431,363,333
25,3,1,3,0.1,0.0378930535429318915674603175,0.0031227638481065895833333334,0.0417381629787644453373015872,-0.0007766522779929764880952381,0.0579704947272533125992063492,0.0781901103512807017857142857,0.0505635548574928049603174603,723,601,742,599,771,832,760
25,3,2,1,0.15,-0.0224452923217297620039682539,-0.0021770369932825943452380952,-0.0103067869456497624007936508,0.0371699580156153232142857143,-0.0276680578403405990079365079,-0.0027084669133265166666666666,-0.0151929041614192408730158731,481,578,541,724,464,568,517
25,3,2,2,0.2,0.0654828613958976272817460318,0.0857511167243447949404761905,0.0776213667719776268849206349,0.0725248229173483032738095239,0.0786156917680579364087301586,0.0766666720285831916666666666,0.0775778035394217031746031747,786.5,819.5,819.5,791.5,825.5,820.5,814.5
25,3,2,3,0.1,0.0218216249715033201388888889,0.0420898802999504877976190476,0.0339601303475833197420634920,-0.0168480808494215479166666667,0.0418990661558247411706349206,0.0188884949682854035714285714,0.0304618007055396162698412698,656.5,716.5,716.5,532.5,736.5,651.5,684.5
25,3,3,1,0.2,0.0039847533807617594246031747,0.0464742937850107869047619049,0.0159886446067200992063492063,0.0636000037181068446428571429,-0.0012380121378490775793650793,0.0289382886405083038690476190,0.0075037150615572600198412699,589.5,739.5,636.5,775.5,575.5,691.5,615.5
25,3,3,2,0.25,0.0864728363332410094246031747,0.1289623767374900369047619049,0.0984767275591993492063492063,0.0935147978546916854166666668,0.0996056667054013185515873015,0.0988832278786253586309523809,0.1042645517010427183531746033,845,898,861,848,875,867,875
25,3,3,3,0.1,0.0081415915546278165674603175,0.0506311319588768440476190477,0.0201454827805861563492063491,-0.0305281142662970514880952381,0.0282190327389492375992063492,-0.0012348292126321839285714286,0.0148184205439015001984126984,617,761,650,459,676,576,641
25,4,1,1,0,-0.1033959328118439596230158729,-0.1356512545311749532738095237,-0.0744185482437362546626984128,-0.0412657144990045660714285714,-0.0965811493927510371031746032,-0.1175838194666285479166666667,-0.0950462033027131691468253967,90,47,184,428,110,68,104
25,4,1,2,0,-0.0804949303055782631944444444,-0.1127502520249092568452380952,-0.0515175457374705582341269843,-0.0709380008086332788690476190,-0.0708487577544410897817460319,-0.0735866584702829752976190478,-0.0664004621089428870039682538,168,90,328,255,228,217,236
25,4,1,3,0.15,0.0708939585833106260912698414,0.0386386368639796324404761906,0.0998713431514183310515873015,0.0347392207378800663690476191,0.0899654125774343483134920635,0.1137059833671537446428571429,0.0839821708418982775793650794,795.5,698.5,873.5,715.5,855.5,884.5,836.5
25,4,2,1,0.2,0.0243609594187325046626984128,0.0471441827226739806547619048,0.0309238939231890197420634920,0.0864911777315718982142857143,0.0311757428378254271825396825,0.0466127528026300583333333334,0.0358900216989834091269841270,667,744,709,829,691,756,731
25,4,2,2,0.1,-0.0210546629705741096230158729,0.0017285603333673663690476191,-0.0144917284661175945436507937,-0.0114977334736291252976190475,-0.0114084904194369362103174604,-0.0073558843623942369047619048,-0.0058150638414487515873015872,500.5,594.5,512.5,558.5,529.5,552.5,557.5
25,4,2,3,0.15,0.0858245141388661689484126985,0.1086077374428076449404761905,0.0923874486433226840277777777,0.0496697762934356092261904762,0.1048959681329898911706349206,0.0854063521111425607142857143,0.0945882626938437246031746032,842,878,856,752,878,846,864
25,4,3,1,0.105263157894737,-0.0953675898957299560515873015,-0.050363081515986620238095238,-0.0953754990039403579365079366,-0.033237371582890562500000000,-0.0885528064766370335317460318,-0.0678990866604891032738095239,-0.0797139717207578328373015872,109.5,357.5,107.5,442.5,136.5,246.5,166.5
25,4,3,2,0.1,-0.0288904288558755631944444444,0.0161140795238677726190476191,-0.0288983379640859650793650795,-0.0193334993589305788690476190,-0.0192442563047383897817460319,-0.0139650693349969056547619049,-0.0226920862172824792658730158,429.5,650.5,436.5,513.5,494.5,540.5,449.5
25,4,3,3,0.0500000000000001,-0.0282993371560376453373015872,0.0167051712237056904761904763,-0.0283072462642480472222222223,-0.0644540750014682050595238095,-0.0092278831619139231150793651,-0.0351607899478033375000000000,-0.0146188880052490343253968254,435.5,656.5,450.5,310.5,546.5,401.5,523.5
26,1,1,1,0,-0.0854348536467436838293650793,-0.1548137440884013282738095237,-0.1294131835213399566468253969,-0.0604282040562309410714285714,-0.0815193527510856033730158730,-0.1367463090238549229166666667,-0.1305619125035543016865079364,135,12,54,335,157,40,58
